nct_id,intervention_name,intervention_type,condition,phase,overall_status,sponsor,smiles
NCT04141995,Oxaliplatin,DRUG,Pancreas Cancer; Adenocarcinoma of the Pancreas,phase2,TERMINATED,University of Nebraska,
NCT03902977,quilting,PROCEDURE,Breast Cancer Female,na,TERMINATED,Lindenhofgruppe AG,
NCT03902977,conventional suture,PROCEDURE,Breast Cancer Female,na,TERMINATED,Lindenhofgruppe AG,
NCT00938457,stereotactic radiation therapy,RADIATION,Unspecified Adult Solid Tumor,phase1; phase2,TERMINATED,Mayo Clinic,
NCT00938457,implanted fiducial-based imaging,PROCEDURE,Unspecified Adult Solid Tumor,phase1; phase2,TERMINATED,Mayo Clinic,
NCT00938457,cone-beam computed tomography,PROCEDURE,Unspecified Adult Solid Tumor,phase1; phase2,TERMINATED,Mayo Clinic,
NCT04230135,Hap-pas-Hapi,DEVICE,Psychological Distress,na,TERMINATED,University of Zurich,
NCT05280717,sotrovimab,BIOLOGICAL,Covid19,phase1,TERMINATED,"Vir Biotechnology, Inc.",
NCT05280717,sotrovimab,BIOLOGICAL,Covid19,phase1,TERMINATED,"Vir Biotechnology, Inc.",
NCT05280717,sotrovimab,BIOLOGICAL,Covid19,phase1,TERMINATED,"Vir Biotechnology, Inc.",
NCT05280717,sotrovimab,BIOLOGICAL,Covid19,phase1,TERMINATED,"Vir Biotechnology, Inc.",
NCT05280717,sotrovimab,BIOLOGICAL,Covid19,phase1,TERMINATED,"Vir Biotechnology, Inc.",
NCT05280717,sotrovimab,BIOLOGICAL,Covid19,phase1,TERMINATED,"Vir Biotechnology, Inc.",
NCT05280717,sotrovimab,BIOLOGICAL,Covid19,phase1,TERMINATED,"Vir Biotechnology, Inc.",
NCT00712517,propofol,DRUG,Varicose Vein; Postoperative Pain,na,TERMINATED,The Cleveland Clinic,
NCT00712517,sevoflurane,DRUG,Varicose Vein; Postoperative Pain,na,TERMINATED,The Cleveland Clinic,
NCT04663568,Levonorgestrel-releasing intrauterine system,DEVICE,Tubal Ligation,na,TERMINATED,Assiut University,
NCT01315418,1-Fermented dairy product containing the probiotic Lactobacillus casei DN-114 001 (Actimel®),OTHER,Upper Respiratory Tract Infections; Rhinopharyngitis; Sore Throat; Sinusitis; Otitis; Lower Respiratory Tract Infections; Bronchitis; Pneumopathy; Flu; Flu-like Syndromes; Gastroenteritis,na,TERMINATED,Danone Global Research & Innovation Center,
NCT01315418,2-Non fermented dairy product (control),OTHER,Upper Respiratory Tract Infections; Rhinopharyngitis; Sore Throat; Sinusitis; Otitis; Lower Respiratory Tract Infections; Bronchitis; Pneumopathy; Flu; Flu-like Syndromes; Gastroenteritis,na,TERMINATED,Danone Global Research & Innovation Center,
NCT00381810,Rituximab,DRUG,"Lupus Erythematosus, Systemic",phase3,TERMINATED,"Genentech, Inc.",
NCT00381810,Methylprednisolone,DRUG,"Lupus Erythematosus, Systemic",phase3,TERMINATED,"Genentech, Inc.",
NCT00381810,Acetaminophen,DRUG,"Lupus Erythematosus, Systemic",phase3,TERMINATED,"Genentech, Inc.",
NCT00381810,Diphenhydramine,DRUG,"Lupus Erythematosus, Systemic",phase3,TERMINATED,"Genentech, Inc.",
NCT03481413,Ablation,DEVICE,Arrythmia,na,TERMINATED,"EPD Solutions, A Philips Company",
NCT02229760,Tipranavir capsules,DRUG,HIV Infections,phase1; phase2,TERMINATED,Boehringer Ingelheim,
NCT02229760,Ritonavir capsules,DRUG,HIV Infections,phase1; phase2,TERMINATED,Boehringer Ingelheim,
NCT03849820,Robotic-assisted partial nephrectomy,DEVICE,Renal Cancer,na,TERMINATED,Intuitive Surgical,
NCT03849820,Open partial nephrectomy,OTHER,Renal Cancer,na,TERMINATED,Intuitive Surgical,
NCT00594620,Flav-ein capsules,OTHER,Prostate Cancer,phase2,TERMINATED,University of Kansas Medical Center,
NCT00594620,Placebo,DRUG,Prostate Cancer,phase2,TERMINATED,University of Kansas Medical Center,
NCT03969420,Alvocidib (flavopiridol) and cytarabine (Ara-C),DRUG,Acute Myeloid Leukemia (AML),phase2,TERMINATED,"Sumitomo Pharma America, Inc.",
NCT03969420,Alvocidib (flavopiridol),DRUG,Acute Myeloid Leukemia (AML),phase2,TERMINATED,"Sumitomo Pharma America, Inc.",
NCT04945824,Dexamethasone Ophthalmic,DRUG,Healthy,early_phase1,TERMINATED,"Ocular Therapeutix, Inc.",
NCT04945824,Dilator,DEVICE,Healthy,early_phase1,TERMINATED,"Ocular Therapeutix, Inc.",
NCT01228994,Baclofen 30 mg/day,DRUG,Nicotine Dependence,phase2,TERMINATED,Centre for Addiction and Mental Health,
NCT01228994,placebo pill,DRUG,Nicotine Dependence,phase2,TERMINATED,Centre for Addiction and Mental Health,
NCT01228994,Baclofen 60 mg/day,DRUG,Nicotine Dependence,phase2,TERMINATED,Centre for Addiction and Mental Health,
NCT05237531,Standardized Preoperative Education,BEHAVIORAL,Distal Radius Fracture,na,TERMINATED,Emory University,
NCT05237531,Standard of care,BEHAVIORAL,Distal Radius Fracture,na,TERMINATED,Emory University,
NCT05237531,Preoperative and postoperative questionnaires,BEHAVIORAL,Distal Radius Fracture,na,TERMINATED,Emory University,
NCT02352831,Tosedostat,DRUG,Pancreatic Cancer; Cancer of Pancreas; Cancer of the Pancreas; Pancreas Cancer,phase1; phase2,TERMINATED,Washington University School of Medicine,
NCT02352831,Capecitabine,DRUG,Pancreatic Cancer; Cancer of Pancreas; Cancer of the Pancreas; Pancreas Cancer,phase1; phase2,TERMINATED,Washington University School of Medicine,
NCT02352831,Fresh tissue biopsy,PROCEDURE,Pancreatic Cancer; Cancer of Pancreas; Cancer of the Pancreas; Pancreas Cancer,phase1; phase2,TERMINATED,Washington University School of Medicine,
NCT03715153,BUMETANIDE (S95008) for week 0 - 26,DRUG,Autism Spectrum Disorder (ASD),phase3,TERMINATED,Institut de Recherches Internationales Servier,
NCT03715153,PLACEBO for week 0 - 26,DRUG,Autism Spectrum Disorder (ASD),phase3,TERMINATED,Institut de Recherches Internationales Servier,
NCT03715153,Open-Label BUMETANIDE (S95008) for weeks 26 - 52,DRUG,Autism Spectrum Disorder (ASD),phase3,TERMINATED,Institut de Recherches Internationales Servier,
NCT04051853,Sorafenib,DRUG,BCLC Stage C HCC; CP-B Liver Cirrhosis,phase2,TERMINATED,Academisch Medisch Centrum - Universiteit van Amsterdam (AMC-UvA),
NCT04051853,Midazolam clearance test,OTHER,BCLC Stage C HCC; CP-B Liver Cirrhosis,phase2,TERMINATED,Academisch Medisch Centrum - Universiteit van Amsterdam (AMC-UvA),
NCT04051853,CYP cocktail clearance test,OTHER,BCLC Stage C HCC; CP-B Liver Cirrhosis,phase2,TERMINATED,Academisch Medisch Centrum - Universiteit van Amsterdam (AMC-UvA),
NCT05198375,Lung ultrasound score (LUS),OTHER,"Respiratory Distress Syndrome, Newborn",na,TERMINATED,Azienda Ospedaliero-Universitaria Careggi,
NCT03345901,Pemafibrate,DRUG,Diabetic Retinopathy; Diabetic Macular Edema,phase3,TERMINATED,Jaeb Center for Health Research,
NCT03345901,Placebo,DRUG,Diabetic Retinopathy; Diabetic Macular Edema,phase3,TERMINATED,Jaeb Center for Health Research,
NCT02864940,Lumosity,DEVICE,Ruptured Aneurysm; Memory Deficits; Subarachnoid Hemorrhage,na,TERMINATED,Rush University Medical Center,
NCT02864940,Crossword puzzle,DEVICE,Ruptured Aneurysm; Memory Deficits; Subarachnoid Hemorrhage,na,TERMINATED,Rush University Medical Center,
NCT00955240,cetuximab,BIOLOGICAL,Anal Cancer,phase2,TERMINATED,UNICANCER,
NCT00955240,cisplatin,DRUG,Anal Cancer,phase2,TERMINATED,UNICANCER,
NCT00955240,fluorouracil,DRUG,Anal Cancer,phase2,TERMINATED,UNICANCER,
NCT00955240,laboratory biomarker analysis,OTHER,Anal Cancer,phase2,TERMINATED,UNICANCER,
NCT00955240,radiation therapy,RADIATION,Anal Cancer,phase2,TERMINATED,UNICANCER,
NCT02053350,Alanyl-glutamine,DRUG,Clostridium Difficile Infection,phase2,TERMINATED,University of Virginia,
NCT01520350,Low dose Adjunctive Aripiprazole,DRUG,Bipolar Disorder; Depressive Episode,phase3,TERMINATED,Serge Beaulieu,
NCT01520350,placebo,DRUG,Bipolar Disorder; Depressive Episode,phase3,TERMINATED,Serge Beaulieu,
NCT05854290,CRT,BEHAVIORAL,Mild Cognitive Impairment,na,TERMINATED,University of Michigan,
NCT05854290,CBT,BEHAVIORAL,Mild Cognitive Impairment,na,TERMINATED,University of Michigan,
NCT05854290,Modifiable lifestyle factors,BEHAVIORAL,Mild Cognitive Impairment,na,TERMINATED,University of Michigan,
NCT05854290,Usual care Psychoeducation,BEHAVIORAL,Mild Cognitive Impairment,na,TERMINATED,University of Michigan,
NCT00923390,2G-1 TCR Retroviral Vector-Transduced lyn,OTHER,Renal Cancer; Kidney Cancer,phase1,TERMINATED,National Cancer Institute (NCI),
NCT00923390,Aldesleukin,DRUG,Renal Cancer; Kidney Cancer,phase1,TERMINATED,National Cancer Institute (NCI),
NCT00923390,Cyclophosphamide,DRUG,Renal Cancer; Kidney Cancer,phase1,TERMINATED,National Cancer Institute (NCI),
NCT00923390,Fludarabine,DRUG,Renal Cancer; Kidney Cancer,phase1,TERMINATED,National Cancer Institute (NCI),
NCT00923390,(PG13-A(F/K-F-SGSG-T2a-B (opt) (2G-1 TCR) retroviral vector-transduced lymphocyte,DRUG,Renal Cancer; Kidney Cancer,phase1,TERMINATED,National Cancer Institute (NCI),
NCT00416910,Filgrastim,BIOLOGICAL,Chronic Lymphocytic Leukemia,phase3,TERMINATED,German CLL Study Group,
NCT00416910,Fludarabine,DRUG,Chronic Lymphocytic Leukemia,phase3,TERMINATED,German CLL Study Group,
NCT00416910,Cyclophosphamide,DRUG,Chronic Lymphocytic Leukemia,phase3,TERMINATED,German CLL Study Group,
NCT00416910,Mitoxantrone,DRUG,Chronic Lymphocytic Leukemia,phase3,TERMINATED,German CLL Study Group,
NCT01602679,oral micronized progesterone suspension,DRUG,Female Reproductive Physiology,phase1,TERMINATED,University of Virginia,
NCT01602679,Placebo,DRUG,Female Reproductive Physiology,phase1,TERMINATED,University of Virginia,
NCT00118196,arsenic trioxide,DRUG,Leukemia; Myelodysplastic Syndromes,phase2,TERMINATED,Medical University of South Carolina,
NCT00118196,azacitidine,DRUG,Leukemia; Myelodysplastic Syndromes,phase2,TERMINATED,Medical University of South Carolina,
NCT02524288,ENG-E2 125 μg/300 μg vaginal ring,DRUG,Contraception,phase3,TERMINATED,Organon and Co,
NCT02631603,Placebo,DRUG,Hypersensitivity Pneumonitis; Exogenous Allergic Alveolitis,phase2,TERMINATED,Matthias Griese,
NCT02631603,Prednisolone,DRUG,Hypersensitivity Pneumonitis; Exogenous Allergic Alveolitis,phase2,TERMINATED,Matthias Griese,
NCT00950027,povidone iodine,DRUG,Ventilator Associated Pneumonia,phase3,TERMINATED,Rennes University Hospital,
NCT00950027,Placebo,DRUG,Ventilator Associated Pneumonia,phase3,TERMINATED,Rennes University Hospital,
NCT01540227,Regular Treatment for Syphilis,DRUG,Syphilis; Primary Syphilis; Secondary Syphilis; Early-Latent Syphilis,na,TERMINATED,Ottawa Hospital Research Institute,
NCT02862873,Spinal anaesthesia,PROCEDURE,Hypotension,na,TERMINATED,Centre Hospitalier Universitaire Dijon,
NCT02862873,Ondansetron,DRUG,Hypotension,na,TERMINATED,Centre Hospitalier Universitaire Dijon,
NCT02862873,saline solution,OTHER,Hypotension,na,TERMINATED,Centre Hospitalier Universitaire Dijon,
NCT00636441,Doxorubicin/Cyclophosphamide (AC) or Docetaxel/Cyclophosphamide (TC),DRUG,Early-Stage Breast Cancer,phase2,TERMINATED,Duke University,
NCT00928941,cognitive training,BEHAVIORAL,Post-Traumatic Stress Disorder,na,TERMINATED,US Department of Veterans Affairs,
NCT00928941,video game,BEHAVIORAL,Post-Traumatic Stress Disorder,na,TERMINATED,US Department of Veterans Affairs,
NCT03805841,tarloxotinib bromide,DRUG,"NSCLC, Stage IV; NSCLC Stage IIIB; NSCLC, Stage IIIC; NSCLC, Recurrent; EGFR Exon 20 Insertion Mutation; HER2-activating Mutation; ERBB Fusion; NRG1 Fusion",phase2,TERMINATED,Rain Oncology Inc,
NCT00582166,Ibritumomab Tiuxetan (Zevalin) + Rituximab,DRUG,Non-Hodgkin's Lymphoma,phase2,TERMINATED,"University of Wisconsin, Madison",
NCT04396366,QBW251,DRUG,Bronchiectasis,phase2,TERMINATED,Novartis Pharmaceuticals,
NCT04396366,Placebo,DRUG,Bronchiectasis,phase2,TERMINATED,Novartis Pharmaceuticals,
NCT02540629,"Bundled EMS CPR approach including dispatcher-assisted CPR, 3-person team CPR, and feedback CPR monitoring device",PROCEDURE,Out-of-Hospital Cardiac Arrest,na,TERMINATED,Seoul National University Hospital,
NCT00122629,peg-interferon alfa-2b,DRUG,"Hepatitis C, Chronic",phase3,TERMINATED,French National Agency for Research on AIDS and Viral Hepatitis,
NCT00122629,ribavirin,DRUG,"Hepatitis C, Chronic",phase3,TERMINATED,French National Agency for Research on AIDS and Viral Hepatitis,
NCT00122629,amantadine,DRUG,"Hepatitis C, Chronic",phase3,TERMINATED,French National Agency for Research on AIDS and Viral Hepatitis,
NCT00546949,Minimal invasive decompression,PROCEDURE,Lumbar Spinal Stenosis; Radiculopathy,na,TERMINATED,Norwegian University of Science and Technology,
NCT00546949,Interspinous Process Decompression (IPD),PROCEDURE,Lumbar Spinal Stenosis; Radiculopathy,na,TERMINATED,Norwegian University of Science and Technology,
NCT02817347,piperacillin 4% + tazobactam 0.5% + dexamethasone 0.1%,DRUG,Otitis Media; Otorrhea,phase1; phase2,TERMINATED,Yuhan Corporation,
NCT02817347,piperacillin 8% + tazobactam 1.0% + dexamethasone 0.1%,DRUG,Otitis Media; Otorrhea,phase1; phase2,TERMINATED,Yuhan Corporation,
NCT02817347,piperacillin 2% + tazobactam 0.25%,DRUG,Otitis Media; Otorrhea,phase1; phase2,TERMINATED,Yuhan Corporation,
NCT02817347,piperacillin 4% + tazobactam 0.5%,DRUG,Otitis Media; Otorrhea,phase1; phase2,TERMINATED,Yuhan Corporation,
NCT02817347,piperacillin 8% + tazobactam 1.0%,DRUG,Otitis Media; Otorrhea,phase1; phase2,TERMINATED,Yuhan Corporation,
NCT03774238,FMD analysis,OTHER,COPD Patients; Healthy,na,TERMINATED,"University Hospital, Montpellier",
NCT00601848,chemotherapy,DRUG,Lung Cancer; Metastatic Cancer,phase2,TERMINATED,Abramson Cancer Center at Penn Medicine,
NCT00601848,porfimer sodium,DRUG,Lung Cancer; Metastatic Cancer,phase2,TERMINATED,Abramson Cancer Center at Penn Medicine,
NCT00601848,immunohistochemistry staining method,OTHER,Lung Cancer; Metastatic Cancer,phase2,TERMINATED,Abramson Cancer Center at Penn Medicine,
NCT00601848,laboratory biomarker analysis,OTHER,Lung Cancer; Metastatic Cancer,phase2,TERMINATED,Abramson Cancer Center at Penn Medicine,
NCT00601848,spectroscopy,PROCEDURE,Lung Cancer; Metastatic Cancer,phase2,TERMINATED,Abramson Cancer Center at Penn Medicine,
NCT00601848,therapeutic conventional surgery,PROCEDURE,Lung Cancer; Metastatic Cancer,phase2,TERMINATED,Abramson Cancer Center at Penn Medicine,
NCT00734526,Temozolomide,DRUG,Glioblastoma; Gliosarcoma,phase1,TERMINATED,M.D. Anderson Cancer Center,
NCT00734526,Radiation,RADIATION,Glioblastoma; Gliosarcoma,phase1,TERMINATED,M.D. Anderson Cancer Center,
NCT00734526,Sorafenib,DRUG,Glioblastoma; Gliosarcoma,phase1,TERMINATED,M.D. Anderson Cancer Center,
NCT04290455,Microblepharoexfoliative procedure with BlephEx™,DEVICE,Anterior Blepharitis,na,TERMINATED,"University of California, Los Angeles",
NCT04290455,Eyelid cleansing with eyelid wipes (Optase),PROCEDURE,Anterior Blepharitis,na,TERMINATED,"University of California, Los Angeles",
NCT04290455,Daily eyelid cleansing with eyelid wipes (Optase),PROCEDURE,Anterior Blepharitis,na,TERMINATED,"University of California, Los Angeles",
NCT05247658,Therapeutic lens alone,OTHER,Myopia; Astigmatism; Hypermetropia,phase3,TERMINATED,TBF Genie Tissulaire,
NCT05247658,Therapeutic lens + amniotic membrane (Visio-AMTRIX),OTHER,Myopia; Astigmatism; Hypermetropia,phase3,TERMINATED,TBF Genie Tissulaire,
NCT03880955,ReUnion RSA System,DEVICE,Shoulder Arthroplasty,na,TERMINATED,Stryker Trauma and Extremities,
NCT02780479,Dexamethasone,DRUG,Asthma; Status Asthmaticus; Wheezes,phase4,TERMINATED,University of Florida,
NCT02780479,Prednisone,DRUG,Asthma; Status Asthmaticus; Wheezes,phase4,TERMINATED,University of Florida,
NCT00065559,celecoxib,DRUG,Diabetic Nephropathy,na,TERMINATED,National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK),
NCT03558984,D-PLEX,DRUG,Surgical Site Infection; Sternal Infection; Cardiac Surgery,phase3,TERMINATED,PolyPid Ltd.,
NCT03558984,Standard of Care,OTHER,Surgical Site Infection; Sternal Infection; Cardiac Surgery,phase3,TERMINATED,PolyPid Ltd.,
NCT00143247,Exubera® (inhaled insulin),DRUG,Diabetes Mellitus,phase2,TERMINATED,Pfizer,
NCT00762047,Durasphere FI,DEVICE,Fecal Incontinence,phase2,TERMINATED,Carbon Medical Technologies,
NCT00762047,Sham,DEVICE,Fecal Incontinence,phase2,TERMINATED,Carbon Medical Technologies,
NCT04944758,Light therapy,DEVICE,Major Depression in Remission,na,TERMINATED,University of British Columbia,
NCT03483948,HMPL-523,DRUG,Acute Myeloid Leukemia,phase1,TERMINATED,Hutchison Medipharma Limited,
NCT03483948,Azacitidine,DRUG,Acute Myeloid Leukemia,phase1,TERMINATED,Hutchison Medipharma Limited,
NCT05866926,FAB122,DRUG,Amyotrophic Lateral Sclerosis,phase3,TERMINATED,Ferrer Internacional S.A.,
NCT00273026,salmeterol xinafoate/fluticasone propionate,DRUG,Asthma,phase4,TERMINATED,GlaxoSmithKline,
NCT04343755,Convalescent Plasma,BIOLOGICAL,COVID-19,phase2,TERMINATED,Hackensack Meridian Health,
NCT00343655,Atorvastatin,DRUG,Cardiovascular Diseases,phase3,TERMINATED,Pfizer's Upjohn has merged with Mylan to form Viatris Inc.,
NCT00636155,cenersen sodium,DRUG,"Lymphoma, Small Lymphocytic; Leukemia, Lymphocytic, Chronic",phase2,TERMINATED,David Rizzieri,
NCT00636155,Rituximab,DRUG,"Lymphoma, Small Lymphocytic; Leukemia, Lymphocytic, Chronic",phase2,TERMINATED,David Rizzieri,
NCT00636155,Cyclophosphamide,DRUG,"Lymphoma, Small Lymphocytic; Leukemia, Lymphocytic, Chronic",phase2,TERMINATED,David Rizzieri,
NCT00636155,Fludarabine,DRUG,"Lymphoma, Small Lymphocytic; Leukemia, Lymphocytic, Chronic",phase2,TERMINATED,David Rizzieri,
NCT05517226,Cotadutide,OTHER,Hepatic Impairment,phase1,TERMINATED,AstraZeneca,
NCT04218448,Hypnorelaxation,OTHER,Neuropathy;Peripheral,na,TERMINATED,Fondation Hôpital Saint-Joseph,
NCT01416948,Methylphenidate Hydrochloride 20 mg,DRUG,Posttraumatic Stress Disorder; Traumatic Brain Injury,phase2,TERMINATED,"INTRuST, Post-Traumatic Stress Disorder - Traumatic Brain Injury Clinical Consortium",
NCT01416948,Placebo Capsule,DRUG,Posttraumatic Stress Disorder; Traumatic Brain Injury,phase2,TERMINATED,"INTRuST, Post-Traumatic Stress Disorder - Traumatic Brain Injury Clinical Consortium",
NCT01416948,Galantamine 12 mg,DRUG,Posttraumatic Stress Disorder; Traumatic Brain Injury,phase2,TERMINATED,"INTRuST, Post-Traumatic Stress Disorder - Traumatic Brain Injury Clinical Consortium",
NCT01641926,PEG-Intron™,BIOLOGICAL,"Hepatitis B, Chronic",phase3,TERMINATED,Merck Sharp & Dohme LLC,
NCT01641926,PEGASYS™,BIOLOGICAL,"Hepatitis B, Chronic",phase3,TERMINATED,Merck Sharp & Dohme LLC,
NCT04273048,Diet Intervention - Group 1,OTHER,"Infertility, Female",na,TERMINATED,Arkansas Children's Hospital Research Institute,
NCT04273048,Exercise Intervention - Group 1,OTHER,"Infertility, Female",na,TERMINATED,Arkansas Children's Hospital Research Institute,
NCT00448448,Brace,DEVICE,Adolescent Idiopathic Scoliosis,na,TERMINATED,"Stuart L. Weinstein, MD",
NCT00448448,Observation,OTHER,Adolescent Idiopathic Scoliosis,na,TERMINATED,"Stuart L. Weinstein, MD",
NCT05384548,Problematic smart phone use course,BEHAVIORAL,"Addiction, Smartphone",na,TERMINATED,Canterbury Christ Church University,
NCT02196259,"Anesthetics, Dissociative",DRUG,Changes in Brain Network Connectivity,na,TERMINATED,University of Michigan,
NCT02042703,anterior segment OCT,DEVICE,Exfoliation Syndrome; Primary Open Angle Glaucoma; Cataracts,na,TERMINATED,Duke University,
NCT02770703,DynaMesh visible mesh,DEVICE,Unilateral Simple Inguinal Hernia,na,TERMINATED,"University Hospital, Basel, Switzerland",
NCT04855227,robotic-assisted ventral hernia repair,PROCEDURE,Ventral Hernia,na,TERMINATED,Intuitive Surgical,
NCT04697069,Imsidolimab,BIOLOGICAL,Acneiform Eruptions,phase2,TERMINATED,Vanda Pharmaceuticals,
NCT04697069,Placebo,BIOLOGICAL,Acneiform Eruptions,phase2,TERMINATED,Vanda Pharmaceuticals,
NCT01345669,Placebo,DRUG,Head and Neck Neoplasms,phase3,TERMINATED,Boehringer Ingelheim,
NCT01345669,Afatinib,DRUG,Head and Neck Neoplasms,phase3,TERMINATED,Boehringer Ingelheim,
NCT04794569,tinzaparin,DRUG,Deep Vein Thrombosis; Post Thrombotic Syndrome,phase4,TERMINATED,Sunnybrook Health Sciences Centre,
NCT04794569,Rivaroxaban,DRUG,Deep Vein Thrombosis; Post Thrombotic Syndrome,phase4,TERMINATED,Sunnybrook Health Sciences Centre,
NCT00700154,Insulin infusion,PROCEDURE,Diabetes Mellitus; Insulin Resistance; Hyperglycemia; Surgery; Ulcers; Infection,na,TERMINATED,Karolinska Institutet,
NCT00164905,Doppler ultrasound probe,DEVICE,Peptic Ulcer Hemorrhage,na,TERMINATED,Chinese University of Hong Kong,
NCT01666405,Urgent(R) PC Neuromodulation System,DEVICE,Fecal Incontinence,phase1,TERMINATED,"Uroplasty, Inc",
